SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1649446859.053535, 3.883245, -9.465327, 1.824980, -0.357151, -0.397612, -0.950567, 88.367371, -61.145294, 25.357559
1649446859.086858, 2.682853, -9.464279, 2.342277, -0.396612, -0.541809, -1.018614, 90.016464, -60.739685, 24.076233
1649446859.120198, 1.717989, -9.848698, 2.163460, -0.545196, -0.401014, -1.208331, 92.418427, -60.194794, 22.520676
1649446859.153496, 2.239626, -11.419294, 1.986888, -0.691409, -0.235771, -1.418363, 94.465637, -59.386200, 20.148834
1649446859.186882, 1.757194, -12.691214, 2.643498, -0.775409, -0.519281, -1.693181, 96.515503, -58.408890, 18.019913
1649446859.220226, 0.029628, -15.016134, 3.934571, -0.895859, -0.553829, -2.165135, 99.783066, -56.452454, 14.313644
1649446859.252736, -1.631948, -14.675109, 4.023157, -0.942507, -0.511875, -2.474205, 102.516617, -54.406677, 11.325058
1649446859.286868, 6.827814, -13.335703, 3.076399, -1.074858, -0.293441, -2.526685, 104.741425, -51.649765, 7.968277
1649446859.320217, 3.717597, -8.537424, 2.671331, -0.176360, -1.300069, -0.628068, 104.892212, -49.466354, 5.684204
1649446859.353198, -4.509628, -2.465728, 1.961450, 0.300116, 0.413231, 0.748729, 101.243011, -48.351440, 4.153503
1649446859.386869, 0.362572, -4.780024, 0.845452, 0.729663, 0.338906, 1.869032, 96.414093, -48.288437, 4.434357
1649446859.420223, 2.050035, -5.597793, 1.341351, 0.981346, -0.096361, 3.093995, 89.442337, -47.634842, 5.144501
1649446859.453530, 1.883788, -7.499986, 0.922665, 1.251419, 0.437844, 3.465625, 79.804962, -45.462112, 6.028564
1649446859.486870, 2.970007, -9.341427, 0.761805, 1.390051, 0.895927, 3.568877, 73.289688, -42.317169, 7.391937
1649446859.520212, 4.078971, -10.837354, 0.896329, 1.418350, 1.654090, 3.503989, 68.502289, -38.139694, 7.354996
1649446859.553525, 3.339313, -11.536461, 0.554407, 1.200792, 1.889967, 3.394089, 65.616928, -32.418030, 6.731796
1649446859.586872, 4.355651, -11.299884, 1.540070, 1.011639, 2.477675, 3.221375, 65.840912, -28.688568, 5.703384
1649446859.620188, 6.950667, -11.103709, 2.233641, 1.240791, 2.237367, 2.502738, 67.672150, -26.489532, 4.613342
1649446859.653542, 12.696900, -10.951078, 2.564190, 0.785486, 0.399869, 1.699459, 69.078171, -25.613205, 5.075607
1649446859.686447, 7.419032, -9.858275, 0.789787, 0.090044, -0.254474, 0.411261, 70.101440, -25.182480, 6.063660
1649446859.720219, 5.640290, -8.852860, 0.706589, -0.144140, -0.127852, -0.892743, 71.871429, -25.522110, 6.456635
1649446859.753138, 6.986430, -14.683938, 4.357597, -0.254980, 0.034946, -1.116109, 74.675064, -26.264572, 6.002960
1649446859.786210, -7.208043, -20.209755, -1.122881, -0.717195, -0.548263, -2.013138, 76.879333, -27.042786, 5.458374
1649446859.820013, 4.250157, -7.221511, -2.058265, 0.335357, 0.910678, -1.570442, 79.449097, -27.834122, 5.408569
1649446859.853530, 3.506907, -9.983222, 7.704840, -0.066852, -0.843906, -0.550472, 80.814484, -28.336777, 5.610077
1649446859.886875, -0.884658, -10.290728, -0.075417, -0.002869, -0.704587, -0.690922, 81.235046, -28.625061, 6.180969
1649446859.920251, 3.381511, -8.881740, 2.738219, -0.111738, -0.311830, -0.749813, 81.863464, -28.796143, 5.770233
1649446859.953545, 1.173308, -8.724620, 3.644573, -0.118133, -0.926151, -0.648910, 82.033905, -29.265060, 5.717911
1649446859.986885, 0.544382, -9.075072, 2.397344, -0.210081, -0.451966, -0.748324, 82.796829, -29.543060, 5.835266
1649446860.020219, 2.712331, -9.091233, 2.667889, -0.196021, -0.477279, -0.704691, 83.886551, -29.604858, 5.743790
1649446860.053525, 0.942418, -9.494656, 1.868974, -0.247026, -0.276726, -0.811236, 84.527435, -29.724960, 5.632965
1649446860.086881, 1.623568, -9.247903, 1.937508, -0.292767, -0.233396, -0.871939, 85.422821, -29.578659, 5.184860
1649446860.120203, 2.524536, -9.507076, 2.323273, -0.329140, -0.276191, -0.867263, 86.992096, -29.695282, 4.802887
1649446860.153561, 3.417274, -9.364172, 2.302773, -0.298474, -0.535877, -0.825142, 87.701859, -29.846954, 4.560974
1649446860.186886, 2.604592, -9.680057, 0.774674, -0.314003, -0.788702, -0.927821, 88.061386, -29.635086, 4.384598
1649446860.220216, 1.595436, -9.879972, 2.383877, -0.484177, -0.138332, -1.052463, 89.845016, -29.448502, 3.453995
1649446860.253541, 3.514089, -9.994744, 2.245911, -0.522394, -0.261835, -1.122773, 91.418045, -29.003235, 2.770752
1649446860.286888, 1.545308, -11.023353, 2.129942, -0.666139, -0.210496, -1.402554, 92.788971, -28.812271, 1.815338
1649446860.320192, 1.147421, -14.111125, 2.923320, -0.797936, -0.506025, -1.701763, 95.308365, -27.800705, 0.627075
1649446860.353579, -1.418415, -18.154633, 4.315100, -0.936668, -0.823766, -2.066034, 97.870377, -27.149551, -0.475433
1649446860.386886, -0.209642, -17.504457, 3.692757, -1.103210, -1.223313, -2.180817, 100.376190, -25.934265, -2.197479
1649446860.420227, -1.270274, -12.778303, 2.440739, -1.148082, -0.024432, -2.589808, 103.617630, -24.538101, -3.614761
1649446860.453543, 6.501904, -7.920618, 2.132635, -0.593672, -0.008451, -1.553478, 108.864899, -22.649857, -4.391846
1649446860.486878, -2.242020, -1.603068, 6.178237, -0.200392, 0.145918, 0.499850, 111.043686, -23.158188, -4.042404
1649446860.520224, 3.929035, -2.953547, 3.318663, 0.107563, 0.517498, 1.707227, 112.349838, -24.723572, -3.309875
1649446860.553558, 1.583914, -3.061136, 0.927005, 0.451696, -0.831104, 3.126368, 110.129944, -28.764771, -1.984589
1649446860.586867, 2.480243, -3.784934, 0.663194, 1.153103, -1.323940, 3.990104, 105.903946, -33.306137, 0.181503
1649446860.620220, -0.441132, -6.543203, -0.261716, 2.177254, 1.035663, 4.038111, 101.381638, -38.494385, 3.853699
1649446860.653540, 1.328932, -11.073482, 1.091157, 2.317991, 2.762525, 3.791007, 96.407303, -44.277222, 12.163681
1649446860.686879, 5.916372, -14.792126, 3.542521, 2.122702, 2.819165, 3.719181, 90.970444, -47.068024, 18.539902
1649446860.720223, 6.298097, -12.527959, 3.661483, 1.770069, 1.365194, 3.634841, 83.881714, -47.403275, 23.639450
1649446860.753051, 5.110723, -13.250260, 3.061436, 1.695586, 0.807409, 3.146800, 77.278732, -45.833740, 27.639297
1649446860.786886, 4.688146, -11.854590, 2.626589, 1.274669, 0.077487, 2.316745, 71.251297, -42.180054, 31.660172
1649446860.820229, 3.706075, -9.134478, 0.511461, 0.353178, -0.595825, 0.178875, 70.111389, -40.283325, 33.071457
1649446860.853526, 2.547730, -9.553014, -0.341922, -0.235094, -0.125919, -1.101465, 71.489777, -39.647491, 32.682678
